pref_drw;neck;preform_weight;preform_length;thickness;max_diam;under_supportledge_diam;base_thikness;partingline_height;partingline_diam;neck_weight;neck_nominal_diam;neck_support_ledge_diam;neck_internal_diam;neck_height;n_leads;shape;machine;cavitation;cycle_time
PN007712_00;26/12 EXALITE;23,50;114,90;2,52;24,25;24,25;2,14;17,00;24,25;1,94;26;29,25;21,74;12;3;Straight;;72;9
PN007704_00;26/12 EXALITE;22,00;114,90;2,30;24,25;24,25;2,07;17,00;24,25;1,94;26;29,25;21,74;12;3;Straight;;72;8,5
PN007703_00;26/12 EXALITE;11,40;74,00;2,53;17,82;24,25;2,28;17,00;23,48;1,94;26;29,25;21,74;12;3;Bell;;72;7,5
PN007699_00;26/12 EXALITE;9,70;74,00;1,92;17,82;24,25;1,88;17,00;23,48;1,94;26;29,25;21,74;12;3;Bell;;72;6,5
PN010097_00;26/22;50,00;146,00;3,78;29,00;25,50;3,02;39,00;28,97;2,59;26;31,5;21,74;15,06;1;Reverse;;72;17,6
PN008483_00;26/22;39,00;130,00;3,71;26,00;25,00;3,15;34,00;26,14;2,59;26;31,5;21,74;15,06;1;Reverse;;96;14,2
PN008489_00;26/22;35,00;130,00;3,20;26,00;25,00;2,72;34,00;26,14;2,59;26;31,5;21,74;15,06;1;Reverse;;96;12,9
PN008541_00;26/22;32,00;118,00;2,67;25,50;25,50;2,27;21,00;25,50;2,59;26;31,5;21,74;15,06;1;Straight;;144;13
PN008480_00;26/22;32,00;115,00;3,63;24,80;25,00;3,09;21,00;24,95;2,59;26;31,5;21,74;15,06;1;Bell;;96;13,2
PN009989_00;26/22;29,00;125,00;2,75;25,20;25,20;2,20;20,06;25,20;2,59;26;31,5;21,74;15,06;1;Straight;;128;10,7
PN009774_00;26/22;28,50;108,00;3,26;26,40;25,50;2,24;37,00;26,38;2,59;26;31,5;21,74;15,06;1;Reverse;;144;11,3
PN010346_00;26/22;27,30;125,00;2,52;25,20;25,20;2,14;20,06;25,20;2,59;26;31,5;21,74;15,06;1;Straight;;128;10,2
PN008486_00;26/22;26,00;115,00;2,72;25,00;25,00;2,39;21,00;24,96;2,59;26;31,5;21,74;15,06;1;Straight;;96;9,4
PN008490_00;26/22;24,00;95,00;3,65;22,90;25,00;3,10;21,00;24,49;2,59;26;31,5;21,74;15,06;1;Bell;;96;11,5
PN009043_00;26/22;23,60;115,91;2,47;23,29;25,70;2,09;21,00;25,47;2,59;26;31,5;21,74;15,06;1;Bell;;96;9,8
PN008482_00;26/22;22,00;85,00;3,88;22,90;25,00;3,30;21,00;24,49;2,59;26;31,5;21,74;15,06;1;Bell;;96;11,7
PN010095_00;26/22;20,00;89,21;3,03;22,73;25,50;2,58;20,10;25,27;2,59;26;31,5;21,74;15,06;1;Bell;;72;9
PN008479_00;26/22;19,00;85,00;3,09;22,90;25,00;2,63;21,00;24,49;2,59;26;31,5;21,74;15,06;1;Bell;;96;9,7
PN009116_00;26/22;18,50;88,00;2,80;22,64;25,50;2,24;21,06;25,00;2,59;26;31,5;21,74;15,06;1;Bell;;128;9,5
PN010482_01;26/22;18,00;89,00;3,00;20,70;25,20;2,55;21,50;24,41;2,59;26;31,5;21,74;15,06;1;Bell;;180;9,7
PN010467_00;26/22;17,50;84,06;3,06;20,90;25,50;2,60;20,06;25,08;2,59;26;31,5;21,74;15,06;1;Bell;;96;10,2
PN007625_00;26/22;17,50;84,88;3,16;20,96;25,50;2,50;20,21;0,00;2,59;26;31,5;21,74;15,06;1;Bell;;96;9,3
PN009039_01;26/22;16,90;89,23;2,94;19,79;24,70;2,24;21,00;23,80;2,59;26;31,5;21,74;15,06;1;Bell;;180;9,6
PN010465_00;26/22;16,00;84,06;2,63;20,90;25,50;2,24;20,06;25,08;2,59;26;31,5;21,74;15,06;1;Bell;;96;8,9
PN010482_00;26/22;16,00;87,00;2,93;18,70;25,20;2,49;18,50;25,13;2,59;26;31,5;21,74;15,06;1;Bell;;180;9,2
PN007933_02;26/22;15,50;84,00;2,90;19,61;24,50;2,20;21,20;23,31;2,59;26;31,5;21,74;15,06;1;Bell;;128;10
PN009937_00;26/22;14,40;86,00;2,35;20,20;25,00;2,00;17,90;24,68;2,59;26;31,5;21,74;15,06;1;Bell;;128;7,8
PN008858_00;26/22;13,55;73,87;3,08;18,97;24,50;2,60;18,47;24,13;2,59;26;31,5;21,74;15,06;1;Bell;;180;9,6
PN008485_00;26/22;13,50;80,00;2,54;19,00;25,00;2,24;21,00;23,55;2,59;26;31,5;21,74;15,06;1;Bell;;96;7,9
PN007844_05;26/22;10,04;77,06;1,82;17,40;24,30;1,82;20,60;23,05;2,59;26;31,5;21,74;15,06;1;Bell;;128;8,3
PN008484_00;26/22;10,00;68,00;2,01;18,50;25,00;1,77;21,00;23,43;2,59;26;31,5;21,74;15,06;1;Bell;;96;6,9
PN007844_03;26/22;9,75;74,00;1,87;17,18;24,50;1,87;20,00;23,04;2,59;26;31,5;21,74;15,06;1;Bell;;128;8,3
PN007844_02;26/22;9,75;76,00;1,87;17,40;24,50;1,87;20,00;23,08;2,59;26;31,5;21,74;15,06;1;Bell;;128;8,3
PN008653_00;26/22 30.37 GME;39,32;130,00;3,44;27,84;25,00;2,54;37,00;27,81;2,41;26;31;21,74;12,9;1;Reverse;;128;14,1
PN008653_00;26/22 30.37 GME;39,32;130,00;3,44;27,84;25,00;2,54;37,00;27,81;2,41;26;31;21,74;12,9;1;Reverse;;96;13,9
PN009381_00;26/22 30.37 GME;22,50;116,00;2,35;23,19;25,00;2,05;18,50;24,85;2,41;26;31;21,74;12,9;1;Bell;;96;9,9
PN008947_01;26/22 30.37 GME;22,00;115,00;2,33;23,18;25,00;2,05;18,50;24,85;2,41;26;31;21,74;12,9;1;Bell;;96;8,7
PN008947_00;26/22 30.37 GME;22,00;116,00;2,19;23,89;25,00;2,00;18,50;24,91;2,41;26;31;21,74;12,9;1;Bell;;96;8,5
PN008095_00;26/22 30.37 GME;12,30;61,90;3,17;19,97;24,70;2,30;17,90;0,00;2,41;26;31;21,74;12,9;1;Bell;;144;8,5
PN007720_00;26/22 EXALITE;23,10;114,90;2,52;24,25;24,25;2,07;17,00;24,25;1,55;26;29,25;21,74;12;3;Straight;;72;9
PN007876_00;26/22 EXALITE;22,00;114,20;2,29;24,30;24,25;1,99;25,70;0,00;1,55;26;29,25;21,74;12;3;Reverse;;72;8,5
PN007719_00;26/22 EXALITE;21,62;114,90;2,30;24,25;24,25;2,07;17,00;24,25;1,55;26;29,25;21,74;12;3;Straight;;72;8,5
PN007718_00;26/22 EXALITE;11,00;74,00;2,53;17,82;24,25;2,28;17,00;23,48;1,55;26;29,25;21,74;12;3;Bell;;72;7,5
PN007717_00;26/22 EXALITE;9,32;74,00;1,92;17,82;24,25;1,88;17,00;23,48;1,55;26;29,25;21,74;12;3;Bell;;72;6,5
PN010597_00;26mm 3 LEADS;29,80;109,85;3,64;24,36;25,50;2,73;18,35;25,38;1,74;26;29;22,03;11,85;3;Bell;;128;15
PN004240_00;26mm 3 LEADS;13,50;87,50;2,15;21,00;24,60;1,95;17,00;0,00;1,74;26;29;22,03;11,85;3;Bell;;128;8,7
PN006832_00;26mm 3 LEADS;8,50;62,27;2,21;17,29;24,37;2,00;15,90;0,00;1,74;26;29;22,03;11,85;3;Bell;;180;6,3
PN004239_00;26mm 3 LEADS;8,20;67,50;1,80;17,65;24,60;1,78;17,00;0,00;1,74;26;29;22,03;11,85;3;Bell;;128;7,7
PN008171_00;26mm;11,00;75,00;2,16;19,50;24,50;2,00;17,00;0,00;1,72;26;30,5;22,03;11,85;3;Bell;;128;6,6
PN006688_00;26mm;11,00;75,00;2,16;19,50;24,50;2,00;17,00;0,00;1,72;26;30,5;22,03;11,85;3;Bell;;96;6
PN003144_05;26mm;8,45;69,00;1,94;16,80;24,50;1,90;17,00;0,00;1,72;26;30,5;22,03;11,85;3;Bell;;128;7
PN010068_01;26mm GRAVITY 2;27,70;117,00;3,02;23,98;24,25;2,42;38,00;23,97;2,05;26;29,25;21,74;12;1;Bell;160;60;14,5
PN010176_00;26mm GRAVITY 2;27,70;117,00;2,95;24,46;24,25;2,34;38,00;24,44;2,05;26;29,25;21,74;12;1;Reverse;160;60;14,4
PN010181_00;26mm GRAVITY 2;25,70;117,00;2,66;24,46;24,25;2,11;38,00;24,44;2,05;26;29,25;21,74;12;1;Reverse;160;60;12,2
PN010063_01;26mm GRAVITY 2;25,70;117,00;2,72;23,98;24,25;2,18;38,00;23,97;2,05;26;29,25;21,74;12;1;Bell;160;60;12,3
PN010217_01;26mm GRAVITY 2;17,00;84,00;2,66;22,73;24,25;2,37;18,00;23,40;2,05;26;29,25;21,74;12;1;Bell;160;60;10,9
PN010214_01;26mm GRAVITY 2;11,50;70,20;2,91;17,80;24,25;2,18;18,00;23,40;2,05;26;29,25;21,74;12;1;Bell;160;60;9,4
PN010214_00;26mm GRAVITY 2;11,50;70,20;2,91;17,80;24,25;2,18;18,00;23,40;2,05;26;29,25;21,74;12;1;Bell;160;60;9,4
PN010216_01;26mm GRAVITY 2;9,50;70,20;2,03;17,80;24,25;1,91;18,00;23,40;2,05;26;29,25;21,74;12;1;Bell;160;60;7,5
PN010216_00;26mm GRAVITY 2;9,50;70,20;2,03;17,80;24,25;1,91;18,00;23,40;2,05;26;29,25;21,74;12;1;Bell;160;60;7,5
PN009979_00;26mm SNAP FLANGE;5,20;46,50;1,62;17,03;21,00;1,61;7,20;26,00;1,15;26;26;22;7,5;0;Bell;;200;5,5
PN010307_00;28mm;138,00;191,00;8,41;34,71;28,20;4,43;55,00;34,65;8,5;28;41;20,74;22,8;1;Reverse;;32;59
PN005394_01;28mm;112,00;181,80;7,54;32,80;28,20;5,29;54,00;32,77;8,5;28;41;20,74;22,8;1;Reverse;;72;48
PN005574_02;28mm;84,00;158,00;5,36;31,24;28,20;4,94;54,00;31,20;8,5;28;41;20,74;22,8;1;Reverse;;72;41
PN010128_02;28mm BPF;97,00;169,67;6,04;31,88;28,40;4,80;48,00;31,84;8,29;28;38,27;20,78;22,8;1;Reverse;;48;51
PN010128_01;28mm BPF;97,00;169,67;6,12;31,88;28,40;4,80;48,00;31,84;8,29;28;38,27;20,78;22,8;1;Reverse;;48;51
PN004035_02;28mm NECK FINISH;13,00;81,20;2,50;19,00;25,70;2,00;26,60;0,00;3,4;28;32;23;21,6;1;Bell;;128;8,7
PN004035_01;28mm NECK FINISH;13,00;78,60;2,28;17,40;25,70;2,00;26,60;26,60;3,4;28;32;23;21,6;1;Bell;;128;10,1
PN006713_00;28mm NECK FINISH;11,93;81,20;2,05;19,00;25,70;1,95;26,60;0,00;3,4;28;32;23;21,6;1;Bell;;128;9,9
PN006843_00;28mm NECK FINISH;11,00;81,20;2,05;15,70;25,70;2,00;26,60;0,00;3,4;28;32;23;21,6;1;Bell;;128;9,7
PN008606_00;28mm PCO;15,70;75,00;2,98;20,80;25,50;2,68;21,00;25,07;3,47;28;31;21,74;17;1;Bell;;96;9,9
PN008603_00;28mm PCO;12,00;62,00;2,82;20,00;25,00;2,54;21,00;24,55;3,47;28;31;21,74;17;1;Bell;;96;8,6
PN006440_00;28mm PCO 1810;52,00;158,20;3,55;28,55;25,70;2,90;42,00;0,00;5;28;33;21,74;21;1;Reverse;;96;15,4
PN006431_00;28mm PCO 1810;42,70;144,60;3,15;27,80;25,70;2,90;40,62;0,00;5;28;33;21,74;21;1;Reverse;;96;13
PN003603_00;28mm PCO 1810;30,00;125,50;2,64;26,00;25,80;2,07;42,00;25,99;5;28;33;21,74;21;1;Reverse;;128;13,5
PN003603_00;28mm PCO 1810;30,00;125,50;2,64;26,00;25,80;2,07;42,00;25,99;5;28;33;21,74;21;1;Reverse;;128;13,5
PN003258_00;28mm PCO 1810;30,00;104,50;3,63;25,08;25,70;2,90;30,00;0,00;5;28;33;21,74;21;1;Bell;;96;13,5
PN003258_02;28mm PCO 1810;28,00;104,50;3,24;25,08;25,70;2,59;30,00;0,00;5;28;33;21,74;21;1;Bell;;128;12,3
PN003605_01;28mm PCO 1810;27,00;107,00;2,88;25,80;25,50;2,30;36,50;25,79;5;28;33;21,74;21;1;Reverse;;128;12,1
PN010075_00;28mm PCO 1810;26,60;123,00;2,46;23,98;25,50;2,02;44,00;23,97;5;28;33;21,74;21;1;Bell;160;60;11,9
PN003143_00;28mm PCO 1810;23,00;90,67;4,01;20,84;25,50;3,12;29,00;0,00;5;28;33;21,74;21;1;Bell;;96;15,1
PN010189_00;28mm PCO 1810;22,00;94,00;3,65;20,00;25,50;2,74;25,00;25,50;5;28;33;21,74;21;1;Bell;;128;12,5
PN003604_00;28mm PCO 1810;13,70;72,50;2,70;17,00;25,80;2,05;26,00;25,60;5;28;33;21,74;21;1;Bell;;128;9,2
PN004035_00;28mm PCO 1810;13,00;78,00;2,08;17,40;25,70;2,00;26,00;0,00;5;28;33;21,74;21;1;Bell;;128;10,1
PN010236_01;28mm PCO 1810 LIGHT;17,50;93,00;2,18;22,73;25,50;2,01;27,00;23,40;4,3;28;33;21,74;21;1;Bell;160;60;9,5
PN010227_01;28mm PCO 1810 LIGHT;14,00;79,20;2,58;17,80;25,50;2,19;27,00;23,40;4,3;28;33;21,74;21;1;Bell;160;60;9,6
PN010227_00;28mm PCO 1810 LIGHT;14,00;79,20;2,58;17,80;25,50;2,19;27,00;23,40;4,3;28;33;21,74;21;1;Bell;160;60;9,6
PN006550_01;28mm PCO 1881;103,10;182,00;4,08;42,37;39,02;2,50;101,00;0,00;3,8;28;33;21,74;17;1;Reverse;;48;24,5
PN003726_00;28mm PCO 1881;58,20;169,70;3,68;28,96;25,80;2,98;43,00;28,94;3,8;28;33;21,74;17;1;Reverse;;96;18,5
PN007956_02;28mm PCO 1881;54,50;148,10;4,09;28,84;25,70;3,00;39,50;0,00;3,8;28;33;21,74;17;1;Reverse;;96;20,5
PN010130_00;28mm PCO 1881;50,70;146,00;3,96;27,83;25,70;3,17;38,82;27,81;3,8;28;33;21,74;17;1;Reverse;;48;17,8
PN007958_02;28mm PCO 1881;50,50;148,10;3,67;28,84;25,70;2,88;39,50;0,00;3,8;28;33;21,74;17;1;Reverse;;96;18,9
PN009208_00;28mm PCO 1881;50,00;147,00;3,88;28,00;25,50;3,18;44,00;27,98;3,8;28;33;21,74;17;1;Reverse;;144;17,5
PN003092_05;28mm PCO 1881;48,50;148,00;3,59;28,60;25,50;2,87;47,00;0,00;3,8;28;33;21,74;17;1;Reverse;;96;16,9
PN009397_00;28mm PCO 1881;48,00;143,00;3,93;27,50;25,50;2,95;40,00;27,47;3,8;28;33;21,74;17;1;Reverse;;144;18,7
PN009179_00;28mm PCO 1881;48,00;145,00;3,71;28,20;25,50;3,04;44,00;28,18;3,8;28;33;21,74;17;1;Reverse;;180;16,9
PN008926_01;28mm PCO 1881;47,50;141,00;3,80;28,08;25,50;3,23;43,00;28,05;3,8;28;33;21,74;17;1;Reverse;;144;16,9
PN008926_00;28mm PCO 1881;47,50;139,00;3,91;28,10;25,50;3,07;43,00;28,06;3,8;28;33;21,74;17;1;Reverse;;144;17
PN003484_01;28mm PCO 1881;45,80;140,00;3,70;28,00;25,50;2,96;43,76;28,00;3,8;28;33;21,74;17;1;Reverse;;96;17,2
PN010213_00;28mm PCO 1881;45,00;141,00;3,53;28,08;25,50;3,00;43,00;28,05;3,8;28;33;21,74;17;1;Reverse;;144;15,9
PN008925_01;28mm PCO 1881;45,00;141,00;3,52;28,08;25,50;3,00;43,00;28,05;3,8;28;33;21,74;17;1;Reverse;;144;15,9
PN008925_00;28mm PCO 1881;45,00;139,00;3,63;28,10;25,50;2,85;43,00;28,06;3,8;28;33;21,74;17;1;Reverse;;144;16
PN003484_02;28mm PCO 1881;44,90;140,50;3,59;28,20;25,50;2,95;43,76;28,20;3,8;28;33;21,74;17;1;Reverse;;96;18,1
PN006939_00;28mm PCO 1881;44,75;129,00;3,92;28,43;25,50;3,34;39,50;28,43;3,8;28;33;21,74;17;1;Reverse;;144;15,9
PN004173_02;28mm PCO 1881;44,50;133,80;3,85;28,20;25,60;3,15;38,79;0,00;3,8;28;33;21,74;17;1;Reverse;;96;15,7
PN004173_01;28mm PCO 1881;44,50;133,80;3,85;28,20;25,60;3,15;38,79;0,00;3,8;28;33;21,74;17;1;Reverse;;96;15,7
PN004173_00;28mm PCO 1881;44,50;133,80;3,85;28,00;25,60;3,15;38,79;0,00;3,8;28;33;21,74;17;1;Reverse;;96;15,7
PN010529_02;28mm PCO 1881;44,00;134,00;3,97;27,00;25,50;2,98;42,00;26,97;3,8;28;33;21,74;17;1;Reverse;;200;19,2
PN010529_01;28mm PCO 1881;44,00;134,00;3,97;27,00;25,50;2,98;42,00;26,97;3,8;28;33;21,74;17;1;Reverse;;200;19,2
PN006246_00;28mm PCO 1881;44,00;131,81;3,80;28,70;25,70;2,72;40,00;0,00;3,8;28;33;21,74;17;1;Reverse;;96;15,5
PN003725_00;28mm PCO 1881;43,70;146,30;3,22;28,00;25,70;2,55;38,30;27,97;3,8;28;33;21,74;17;1;Reverse;;128;17,5
PN009696_00;28mm PCO 1881;43,30;131,00;4,02;26,50;25,50;3,22;37,00;26,48;3,8;28;33;21,74;17;1;Reverse;;96;16,9
PN002737_01;28mm PCO 1881;43,20;126,50;3,92;29,20;25,50;2,94;44,00;29,20;3,8;28;33;21,74;17;1;Reverse;;96;16,3
PN006238_00;28mm PCO 1881;43,00;131,81;3,69;28,70;25,70;2,65;40,00;0,00;3,8;28;33;21,74;17;1;Reverse;;96;15,2
PN008924_01;28mm PCO 1881;42,50;141,00;3,28;28,08;25,50;2,42;43,00;28,05;3,8;28;33;21,74;17;1;Reverse;;144;14,5
PN008924_00;28mm PCO 1881;42,50;139,00;3,35;28,10;25,50;2,63;43,00;28,06;3,8;28;33;21,74;17;1;Reverse;;144;14,6
PN010363_00;28mm PCO 1881;42,30;124,30;3,88;25,70;25,70;2,80;41,00;28,46;3,8;28;33;21,74;17;1;Straight;;144;16,4
PN005977_00;28mm PCO 1881;42,00;139,00;3,32;28,00;25,70;2,72;42,00;0,00;3,8;28;33;21,74;17;1;Reverse;;96;15,3
PN006932_00;28mm PCO 1881;40,20;123,00;4,05;26,50;25,50;3,20;38,50;26,50;3,8;28;33;21,74;17;1;Reverse;;144;14,9
PN005123_00;28mm PCO 1881;39,00;129,20;3,55;26,50;25,70;2,69;36,50;0,00;3,8;28;33;21,74;17;1;Reverse;;84;15,6
PN010535_02;28mm PCO 1881;38,00;134,00;3,22;27,50;25,50;2,58;42,00;26,97;3,8;28;33;21,74;17;1;Reverse;;200;16,6
PN010535_01;28mm PCO 1881;38,00;134,00;3,22;27,50;25,50;2,58;42,00;26,97;3,8;28;33;21,74;17;1;Reverse;;200;16,6
PN005651_00;28mm PCO 1881;38,00;119,50;3,92;26,40;25,70;2,94;34,00;0,00;3,8;28;33;21,74;17;1;Reverse;;48;16,2
PN005386_00;28mm PCO 1881;36,46;120,00;3,74;25,92;25,50;3,00;40,00;0,00;3,8;28;33;21,74;17;1;Reverse;;84;14
PN009711_00;28mm PCO 1881;36,00;123,50;3,76;25,00;25,50;2,63;22,00;25,47;3,8;28;33;21,74;17;1;Bell;;48;14,9
PN005656_00;28mm PCO 1881;36,00;119,50;3,62;26,40;25,70;2,72;34,00;0,00;3,8;28;33;21,74;17;1;Reverse;;48;14,9
PN010536_02;28mm PCO 1881;35,30;134,00;2,89;27,00;25,50;2,37;42,00;26,97;3,8;28;33;21,74;17;1;Reverse;;200;15,4
PN010536_01;28mm PCO 1881;35,30;134,00;2,89;27,00;25,50;2,37;42,00;26,97;3,8;28;33;21,74;17;1;Reverse;;200;14,4
